State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Infra_Score,Floor_Ratio,Amenity_Score,BHK_Category,Is_Ready,School_Density,Hospital_Density,Security_Score,Luxury_Score,Growth_Rate,Future_Price_5Y,ROI,Good_Investment
Punjab,Chandigarh,Mohali,Apartment,3,1245,60.18,4833.734939759036,2009,Semi Furnished,9.0,12,15,2.0,3.0,8,2,Gated Community,"Playground, Gym",South-West,Agent,Available,13.0,0.75,2,3BHK,1,0.22222219753086697,0.4285713673469475,3,7,0.07,84.40556315352602,40.255173070000026,1
Karnataka,Mysore,Saraswathipuram,House,3,1352,48.91,3617.603550295858,2015,Semi Furnished,28.0,34,9,5.0,3.0,6,2,CCTV,Playground,North-West,Builder,Under Construction,14.0,0.8235294117647058,1,3BHK,0,0.5555554938271674,0.4285713673469475,2,5,0.07,68.59880514853701,40.25517307000003,1
Uttar Pradesh,Lucknow,Gomti Nagar,Apartment,3,1039,44.85,4316.65062560154,2010,Semi Furnished,19.0,20,14,9.0,7.0,8,0,CCTV,"Garden, Playground",South-West,Builder,Sold,24.0,0.95,2,3BHK,0,0.9999998888889013,0.9999998571428775,2,4,0.07,62.90444512189502,40.25517307000005,1
Madhya Pradesh,Bhopal,Arera Colony,House,2,674,24.45,3627.5964391691396,2016,Semi Furnished,23.0,31,8,7.0,4.0,8,1,CCTV,"Library, Gym",South-West,Builder,Available,19.0,0.7419354838709677,2,2BHK,1,0.7777776913580343,0.57142848979593,2,5,0.07,34.29238981561501,40.25517307000005,1
Madhya Pradesh,Indore,Vijay Nagar,Apartment,2,816,31.26,3830.8823529411766,2005,Unfurnished,24.0,42,19,4.0,7.0,9,0,Security Guard,Clubhouse,North,Individual,Available,20.0,0.5714285714285714,1,2BHK,1,0.44444439506173394,0.9999998571428775,1,2,0.07,43.84376710168201,40.25517307000003,1
Maharashtra,Nagpur,Sitabuldi,Apartment,1,300,10.22,3406.666666666667,2018,Semi Furnished,16.0,22,6,2.0,5.0,4,0,Gated Community,Library,North-West,Individual,Available,11.0,0.7272727272727273,1,Studio/1BHK,1,0.22222219753086697,0.7142856122449125,3,4,0.07,14.334078687754005,40.25517307000004,0
Maharashtra,Pune,Kothrud,Apartment,3,1165,84.62,7263.519313304721,1996,Unfurnished,15.0,5,28,1.0,4.0,3,3,Security Guard,"Library, Playground, Garden, Swimming Pool, Gym",West,Individual,Available,8.0,3.0,5,3BHK,1,0.11111109876543349,0.57142848979593,1,9,0.08,124.33454185881605,46.93280768000005,1
Tamil Nadu,Chennai,Velachery,House,2,670,30.28,4519.4029850746265,2023,Semi Furnished,29.0,38,1,7.0,4.0,9,3,CCTV,"Playground, Gym, Garden, Library, Swimming Pool, Clubhouse",North-West,Individual,Sold,20.0,0.7631578947368421,6,2BHK,0,0.7777776913580343,0.57142848979593,2,11,0.08,44.49125416550402,46.932807680000046,0
Madhya Pradesh,Bhopal,Hoshangabad Road,Apartment,4,1766,62.58,3543.6013590033976,1994,Semi Furnished,6.0,23,30,8.0,0.0,2,2,CCTV,Clubhouse,South-East,Individual,Under Construction,10.0,0.2608695652173913,1,4+BHK,0,0.8888887901234679,0.0,2,5,0.07,87.77168730720602,40.25517307000004,0
Gujarat,Ahmedabad,Motera,Villa,3,1144,67.1,5865.384615384614,1997,Unfurnished,29.0,34,27,6.0,2.0,9,1,CCTV,"Garden, Clubhouse, Library, Playground, Swimming Pool, Gym",North-East,Builder,Available,17.0,0.8529411764705882,6,3BHK,1,0.6666665925926009,0.285714244897965,2,9,0.08,98.59191395328003,46.93280768000005,1
Gujarat,Ahmedabad,Bopal,Villa,1,300,14.3,4766.666666666667,2018,Unfurnished,24.0,37,6,9.0,5.0,9,1,Security Guard,"Clubhouse, Library",South,Builder,Available,23.0,0.6486486486486487,2,Studio/1BHK,1,0.9999998888889013,0.7142856122449125,1,4,0.08,21.01139149824001,46.93280768000005,1
Madhya Pradesh,Bhopal,Arera Colony,House,2,667,27.84,4173.913043478261,1999,Fully Furnished,2.0,18,25,1.0,7.0,2,2,Gated Community,"Gym, Playground",North-East,Agent,Available,10.0,0.1111111111111111,2,2BHK,1,0.11111109876543349,0.9999998571428775,3,7,0.07,39.04704018268801,40.255173070000026,0
Maharashtra,Nagpur,Manish Nagar,Apartment,3,1044,51.79,4960.727969348659,1990,Fully Furnished,13.0,27,34,1.0,6.0,7,1,Security Guard,"Library, Garden, Playground",South-West,Individual,Available,14.0,0.48148148148148145,3,3BHK,1,0.11111109876543349,0.857142734693895,1,5,0.07,72.63815413295302,40.25517307000004,1
West Bengal,Kolkata,Salt Lake,Villa,1,300,10.84,3613.3333333333335,2017,Semi Furnished,18.0,25,7,5.0,6.0,7,1,CCTV,Clubhouse,North,Agent,Available,18.0,0.72,1,Studio/1BHK,1,0.5555554938271674,0.857142734693895,2,4,0.07,15.203660760788004,40.25517307000005,1
Madhya Pradesh,Bhopal,Arera Colony,Studio,2,694,26.72,3850.14409221902,1996,Semi Furnished,7.0,23,28,8.0,3.0,3,3,Security Guard,"Clubhouse, Library, Swimming Pool, Playground, Gym, Garden",East,Individual,Available,14.0,0.30434782608695654,6,2BHK,1,0.8888887901234679,0.4285713673469475,1,10,0.07,37.476182244304006,40.255173070000026,1
Maharashtra,Nagpur,Dharampeth,Villa,5,1982,97.49,4918.768920282543,2006,Semi Furnished,17.0,35,18,8.0,1.0,4,2,CCTV,"Playground, Clubhouse, Library, Gym",West,Individual,Sold,13.0,0.4857142857142857,4,4+BHK,0,0.8888887901234679,0.1428571224489825,2,8,0.07,136.73476822594304,40.25517307000005,1
Uttar Pradesh,Noida,Sector 18,Villa,3,1296,91.2,7037.037037037037,2013,Fully Furnished,9.0,13,11,8.0,7.0,9,0,Security Guard,Library,West,Builder,Available,24.0,0.6923076923076923,1,3BHK,1,0.8888887901234679,0.9999998571428775,1,2,0.08,134.00272060416006,46.93280768000006,1
Karnataka,Bangalore,HSR Layout,House,3,1187,50.58,4261.162594776748,1998,Unfurnished,5.0,23,26,2.0,4.0,1,0,Security Guard,Playground,South-East,Builder,Sold,7.0,0.21739130434782608,1,3BHK,0,0.22222219753086697,0.57142848979593,1,2,0.1,81.45959580000003,61.051000000000066,1
Haryana,Gurgaon,DLF Phase,Apartment,3,1048,113.91,10869.274809160306,1992,Fully Furnished,20.0,25,32,5.0,6.0,3,1,CCTV,Gym,North-West,Individual,Available,14.0,0.8,1,3BHK,1,0.5555554938271674,0.857142734693895,2,4,0.1,183.45319410000005,61.051000000000045,1
Uttar Pradesh,Lucknow,Indiranagar,House,1,318,10.99,3455.9748427672957,1993,Semi Furnished,1.0,1,31,8.0,0.0,7,3,Security Guard,Clubhouse,North,Builder,Under Construction,15.0,1.0,1,Studio/1BHK,0,0.8888887901234679,0.0,1,5,0.07,15.414043520393005,40.25517307000004,0
Uttar Pradesh,Lucknow,Mahanagar,Studio,5,1909,87.17,4566.265060240964,2021,Unfurnished,12.0,19,3,4.0,7.0,2,1,CCTV,Library,South,Builder,Available,13.0,0.631578947368421,1,4+BHK,1,0.44444439506173394,0.9999998571428775,2,4,0.07,122.26043436511904,40.25517307000005,1
Karnataka,Bangalore,Whitefield,Apartment,4,1500,102.67,6844.666666666667,2002,Semi Furnished,17.0,17,22,2.0,4.0,3,1,Gated Community,Clubhouse,South,Agent,Available,9.0,1.0,1,4+BHK,1,0.22222219753086697,0.57142848979593,3,5,0.1,165.35106170000006,61.05100000000006,1
Kerala,Kochi,Aluva,House,3,1143,70.71,6186.351706036745,2013,Semi Furnished,10.0,16,11,6.0,0.0,4,3,CCTV,"Swimming Pool, Garden, Clubhouse, Library, Gym",West,Builder,Sold,10.0,0.625,5,3BHK,0,0.6666665925926009,0.0,2,10,0.07,99.17443287779702,40.25517307000004,0
Madhya Pradesh,Bhopal,Kolar Road,Apartment,2,901,36.94,4099.889012208657,2008,Semi Furnished,1.0,8,16,9.0,5.0,9,3,Gated Community,"Swimming Pool, Library, Playground, Garden, Gym, Clubhouse",West,Agent,Available,23.0,0.125,6,2BHK,1,0.9999998888889013,0.7142856122449125,3,12,0.07,51.810260932058014,40.25517307000005,1
Tamil Nadu,Chennai,Anna Nagar,House,2,1039,65.61,6314.725697786333,2016,Semi Furnished,15.0,21,8,2.0,7.0,9,3,Gated Community,"Clubhouse, Library",South,Individual,Available,18.0,0.7142857142857143,2,2BHK,1,0.22222219753086697,0.9999998571428775,3,8,0.08,96.40261511884803,46.932807680000046,0
Kerala,Kochi,Marine Drive,House,3,1066,69.46,6515.947467166979,2016,Semi Furnished,1.0,13,8,5.0,0.0,3,2,Security Guard,"Gym, Swimming Pool, Garden, Library, Playground, Clubhouse",North-West,Individual,Available,8.0,0.07692307692307693,6,3BHK,1,0.5555554938271674,0.0,1,9,0.07,97.42124321442202,40.25517307000005,0
Kerala,Kochi,Marine Drive,Studio,2,632,34.82,5509.493670886076,2007,Unfurnished,21.0,37,17,9.0,5.0,5,3,CCTV,"Garden, Clubhouse",North-East,Individual,Under Construction,19.0,0.5675675675675675,2,2BHK,0,0.9999998888889013,0.7142856122449125,2,7,0.07,48.836851262974015,40.25517307000005,0
Uttar Pradesh,Noida,Sector 137,Studio,3,1144,51.34,4487.762237762237,2019,Semi Furnished,15.0,17,5,8.0,5.0,2,1,CCTV,"Gym, Swimming Pool, Playground",North-West,Individual,Available,15.0,0.8823529411764706,3,3BHK,1,0.8888887901234679,0.7142856122449125,2,6,0.08,75.43530346291203,46.932807680000046,1
Haryana,Gurgaon,DLF Phase,Apartment,3,1374,150.03,10919.213973799127,2017,Semi Furnished,1.0,16,7,1.0,6.0,8,0,Security Guard,Clubhouse,West,Builder,Sold,15.0,0.0625,1,3BHK,0,0.11111109876543349,0.857142734693895,1,2,0.1,241.62481530000008,61.05100000000006,1
Delhi,Delhi,Pitampura,Villa,1,300,23.91,7970.0,2018,Fully Furnished,2.0,12,6,4.0,0.0,5,2,Gated Community,Playground,North-West,Agent,Under Construction,9.0,0.16666666666666666,1,Studio/1BHK,0,0.44444439506173394,0.0,3,6,0.1,38.50729410000001,61.051000000000045,0
Kerala,Kochi,Vyttila,Apartment,3,1217,89.46,7350.862777321282,1998,Unfurnished,19.0,20,26,9.0,7.0,2,0,CCTV,Clubhouse,South-West,Agent,Under Construction,18.0,0.95,1,3BHK,0,0.9999998888889013,0.9999998571428775,2,3,0.07,125.47227782842202,40.25517307000003,0
Kerala,Kochi,Vyttila,Apartment,2,749,35.94,4798.397863818424,2010,Unfurnished,25.0,37,14,4.0,3.0,6,2,Gated Community,"Clubhouse, Gym, Garden, Library, Playground, Swimming Pool",South-West,Agent,Available,13.0,0.6756756756756757,6,2BHK,1,0.44444439506173394,0.4285713673469475,3,11,0.07,50.40770920135801,40.25517307000004,1
Haryana,Gurgaon,Sector 49,Apartment,4,1693,192.53,11372.120496160662,1996,Unfurnished,2.0,11,28,5.0,2.0,6,2,Security Guard,Clubhouse,North,Builder,Available,13.0,0.18181818181818182,1,4+BHK,1,0.5555554938271674,0.285714244897965,1,4,0.1,310.0714903000001,61.05100000000006,1
Telangana,Hyderabad,Madhapur,House,2,863,50.19,5815.758980301274,2014,Unfurnished,16.0,29,10,1.0,3.0,5,3,CCTV,"Playground, Garden, Gym, Library, Swimming Pool",West,Individual,Available,9.0,0.5517241379310345,5,2BHK,1,0.11111109876543349,0.4285713673469475,2,10,0.08,73.74557617459203,46.932807680000074,0
Uttar Pradesh,Lucknow,Gomti Nagar,Apartment,2,892,38.7,4338.565022421525,2015,Fully Furnished,18.0,26,9,5.0,2.0,6,1,Gated Community,"Swimming Pool, Playground, Garden, Clubhouse",South-West,Agent,Under Construction,13.0,0.6923076923076923,4,2BHK,0,0.5555554938271674,0.285714244897965,3,8,0.07,54.27875197809002,40.25517307000005,0
West Bengal,Kolkata,Rajarhat,House,1,473,19.58,4139.534883720929,1995,Fully Furnished,25.0,43,29,0.0,1.0,8,1,Gated Community,Gym,North-West,Individual,Available,9.0,0.5813953488372093,1,Studio/1BHK,1,0.0,0.1428571224489825,3,5,0.07,27.461962887106004,40.25517307000003,0
Haryana,Gurgaon,Sector 49,Apartment,3,1467,137.02,9340.149965916838,2007,Fully Furnished,21.0,39,17,6.0,4.0,1,3,Gated Community,"Gym, Playground",South,Individual,Available,11.0,0.5384615384615384,2,3BHK,1,0.6666665925926009,0.57142848979593,3,8,0.1,220.6720802000001,61.05100000000006,1
Rajasthan,Jaipur,Jagatpura,Apartment,1,327,13.19,4033.6391437308866,2007,Unfurnished,15.0,25,17,5.0,4.0,9,1,CCTV,"Library, Swimming Pool, Playground, Clubhouse, Gym",North,Agent,Available,18.0,0.6,5,Studio/1BHK,1,0.5555554938271674,0.57142848979593,2,8,0.07,18.499657327933004,40.25517307000004,1
Maharashtra,Nagpur,Sitabuldi,Apartment,3,1143,31.32,2740.1574803149606,1990,Semi Furnished,1.0,4,34,3.0,5.0,8,0,CCTV,"Swimming Pool, Playground, Library, Clubhouse",East,Individual,Under Construction,16.0,0.25,4,3BHK,0,0.33333329629630043,0.7142856122449125,2,6,0.07,43.92792020552401,40.25517307000003,1
Karnataka,Bangalore,HSR Layout,House,2,972,60.21,6194.444444444444,2022,Fully Furnished,11.0,26,2,4.0,4.0,4,0,Gated Community,"Library, Clubhouse, Gym",South-East,Individual,Under Construction,12.0,0.4230769230769231,3,2BHK,0,0.44444439506173394,0.57142848979593,3,6,0.1,96.96880710000003,61.05100000000006,0
Maharashtra,Pune,Wakad,Studio,5,1872,165.15,8822.115384615385,2003,Fully Furnished,14.0,16,21,0.0,5.0,8,0,CCTV,Clubhouse,West,Individual,Available,13.0,0.875,1,4+BHK,1,0.0,0.7142856122449125,2,3,0.08,242.6595318835201,46.932807680000046,1
Uttar Pradesh,Lucknow,Aliganj,House,3,900,17.08,1897.7777777777776,2017,Unfurnished,11.0,20,7,0.0,1.0,1,1,CCTV,"Swimming Pool, Playground, Clubhouse, Garden, Gym",North-East,Individual,Available,2.0,0.55,5,3BHK,1,0.0,0.1428571224489825,2,8,0.07,23.955583560356004,40.25517307000004,1
Gujarat,Ahmedabad,Prahlad Nagar,Villa,5,1725,103.38,5993.04347826087,2010,Semi Furnished,26.0,29,14,4.0,4.0,9,3,CCTV,"Playground, Garden, Clubhouse, Gym, Swimming Pool, Library",South,Builder,Available,17.0,0.896551724137931,6,4+BHK,1,0.44444439506173394,0.57142848979593,2,11,0.08,151.89913657958405,46.93280768000005,1
Madhya Pradesh,Bhopal,MP Nagar,House,1,575,16.2,2817.391304347826,1996,Unfurnished,8.0,22,28,5.0,2.0,9,0,Gated Community,"Playground, Garden, Swimming Pool",South-East,Agent,Under Construction,16.0,0.36363636363636365,3,Studio/1BHK,0,0.5555554938271674,0.285714244897965,3,6,0.07,22.721338037340004,40.25517307000003,0
Gujarat,Ahmedabad,Prahlad Nagar,Apartment,2,1004,55.12,5490.039840637451,2001,Semi Furnished,11.0,30,23,2.0,3.0,5,0,CCTV,"Playground, Clubhouse, Gym, Swimming Pool",South,Agent,Available,10.0,0.36666666666666664,4,2BHK,1,0.22222219753086697,0.4285713673469475,2,6,0.08,80.98936359321603,46.93280768000005,0
Gujarat,Ahmedabad,Satellite,Apartment,2,802,30.07,3749.376558603491,2017,Fully Furnished,21.0,23,7,4.0,1.0,3,2,CCTV,"Garden, Playground, Library, Swimming Pool, Clubhouse",North,Builder,Available,8.0,0.9130434782608695,5,2BHK,1,0.44444439506173394,0.1428571224489825,2,9,0.08,44.18269526937602,46.93280768000006,1
Uttar Pradesh,Lucknow,Hazratganj,Apartment,1,702,18.39,2619.6581196581196,2003,Semi Furnished,17.0,21,21,2.0,5.0,5,1,CCTV,"Gym, Clubhouse, Swimming Pool, Library, Playground, Garden",South-West,Agent,Available,12.0,0.8095238095238095,6,Studio/1BHK,1,0.22222219753086697,0.7142856122449125,2,9,0.07,25.792926327573007,40.25517307000003,0
Maharashtra,Pune,Kothrud,Penthouse,4,1701,124.73,7332.745443856555,1993,Fully Furnished,8.0,24,31,2.0,2.0,2,2,Gated Community,Clubhouse,North,Agent,Available,6.0,0.3333333333333333,1,4+BHK,1,0.22222219753086697,0.285714244897965,3,6,0.08,183.26929101926407,46.93280768000005,1
Gujarat,Ahmedabad,Prahlad Nagar,Apartment,3,1196,47.55,3975.752508361204,2011,Semi Furnished,13.0,20,13,8.0,5.0,6,1,Security Guard,"Clubhouse, Garden, Swimming Pool, Gym, Library",West,Agent,Available,19.0,0.65,5,3BHK,1,0.8888887901234679,0.7142856122449125,1,7,0.08,69.86655005184002,46.93280768000005,1
Kerala,Kochi,Kakkanad,Villa,2,735,44.62,6070.748299319728,2006,Unfurnished,5.0,18,18,3.0,2.0,3,0,CCTV,"Swimming Pool, Clubhouse",West,Agent,Available,8.0,0.2777777777777778,2,2BHK,1,0.33333329629630043,0.285714244897965,2,4,0.07,62.58185822383401,40.25517307000003,0
Karnataka,Bangalore,Electronic City,Apartment,1,357,28.06,7859.943977591037,2021,Unfurnished,25.0,39,3,9.0,7.0,7,0,CCTV,Playground,West,Builder,Available,23.0,0.6410256410256411,1,Studio/1BHK,1,0.9999998888889013,0.9999998571428775,2,3,0.1,45.19091060000002,61.051000000000066,1
Uttar Pradesh,Noida,Sector 78,Apartment,1,300,18.11,6036.666666666667,2020,Fully Furnished,15.0,22,4,2.0,5.0,9,1,Security Guard,"Swimming Pool, Library",South-West,Agent,Under Construction,16.0,0.6818181818181818,2,Studio/1BHK,0,0.22222219753086697,0.7142856122449125,1,4,0.08,26.609531470848008,46.932807680000046,0
Maharashtra,Pune,Viman Nagar,Apartment,2,897,47.38,5282.051282051282,2014,Unfurnished,26.0,42,10,4.0,5.0,1,0,Gated Community,"Clubhouse, Gym",South-West,Agent,Available,10.0,0.6190476190476191,2,2BHK,1,0.44444439506173394,0.7142856122449125,3,5,0.08,69.61676427878403,46.93280768000006,0
Tamil Nadu,Chennai,Anna Nagar,Villa,3,1180,84.97,7200.847457627118,1999,Semi Furnished,1.0,20,25,5.0,1.0,3,1,Gated Community,"Playground, Swimming Pool, Garden, Gym",North-East,Individual,Under Construction,9.0,0.05,4,3BHK,0,0.5555554938271674,0.1428571224489825,3,8,0.08,124.84880668569605,46.93280768000005,0
Telangana,Hyderabad,Kukatpally,Apartment,2,677,29.56,4366.322008862629,1991,Semi Furnished,11.0,23,33,9.0,1.0,4,3,Gated Community,"Playground, Library, Gym, Swimming Pool",North-East,Agent,Available,14.0,0.4782608695652174,4,2BHK,1,0.9999998888889013,0.1428571224489825,3,10,0.08,43.43333795020801,46.932807680000046,1
Punjab,Chandigarh,Sector 34,Apartment,3,1369,58.91,4303.140978816655,2016,Fully Furnished,22.0,27,8,0.0,4.0,6,2,CCTV,"Library, Playground, Gym, Swimming Pool, Garden",North-East,Builder,Available,10.0,0.8148148148148148,5,3BHK,1,0.0,0.57142848979593,2,9,0.07,82.62432245553701,40.255173070000026,1
Rajasthan,Jaipur,Vaishali Nagar,Villa,3,1282,57.67,4498.439937597504,2001,Semi Furnished,27.0,27,23,6.0,0.0,3,2,Gated Community,"Garden, Gym",North,Builder,Available,9.0,1.0,2,3BHK,1,0.6666665925926009,0.0,3,7,0.07,80.88515830946902,40.255173070000026,1
Madhya Pradesh,Bhopal,Kolar Road,House,2,838,20.44,2439.1408114558476,2005,Semi Furnished,14.0,27,19,3.0,5.0,4,3,CCTV,"Swimming Pool, Clubhouse, Library, Garden",South-West,Builder,Available,12.0,0.5185185185185185,4,2BHK,1,0.33333329629630043,0.7142856122449125,2,9,0.07,28.66815737550801,40.25517307000004,0
Kerala,Kochi,Marine Drive,Apartment,2,775,51.5,6645.1612903225805,2005,Fully Furnished,10.0,19,19,8.0,2.0,5,1,CCTV,Clubhouse,East,Agent,Available,15.0,0.5263157894736842,1,2BHK,1,0.8888887901234679,0.285714244897965,2,4,0.07,72.23141413105002,40.25517307000003,0
Maharashtra,Pune,Wakad,House,3,1268,101.48,8003.154574132492,1992,Unfurnished,15.0,32,32,1.0,5.0,4,2,Security Guard,"Clubhouse, Library, Playground, Swimming Pool",West,Agent,Available,10.0,0.46875,4,3BHK,1,0.11111109876543349,0.7142856122449125,1,7,0.08,149.10741323366406,46.93280768000005,1
Uttar Pradesh,Lucknow,Hazratganj,Villa,2,747,36.73,4917.001338688085,2014,Fully Furnished,9.0,26,10,1.0,2.0,3,1,Security Guard,Library,South-East,Agent,Available,6.0,0.34615384615384615,1,2BHK,1,0.11111109876543349,0.285714244897965,1,3,0.07,51.51572506861101,40.25517307000005,0
Maharashtra,Nagpur,Sitabuldi,Villa,2,1215,42.59,3505.349794238683,2007,Fully Furnished,25.0,30,17,9.0,6.0,7,3,CCTV,"Clubhouse, Gym",North-West,Builder,Sold,22.0,0.8333333333333334,2,2BHK,0,0.9999998888889013,0.857142734693895,2,7,0.07,59.734678210513025,40.25517307000005,0
Gujarat,Ahmedabad,Satellite,Apartment,3,1542,81.14,5261.997405966277,2021,Semi Furnished,14.0,30,3,1.0,0.0,8,1,Gated Community,Clubhouse,West,Individual,Available,9.0,0.4666666666666667,1,3BHK,1,0.11111109876543349,0.0,3,5,0.08,119.22128015155205,46.93280768000006,1
Uttar Pradesh,Noida,Greater Noida West,Apartment,4,1477,94.31,6385.240352064997,1992,Fully Furnished,17.0,20,32,9.0,7.0,2,2,CCTV,"Gym, Clubhouse, Playground",East,Individual,Available,18.0,0.85,3,4+BHK,1,0.9999998888889013,0.9999998571428775,2,7,0.08,138.57233092300805,46.93280768000005,1
Maharashtra,Pune,Kothrud,Apartment,4,1561,113.59,7276.745675848815,1997,Unfurnished,6.0,22,27,9.0,2.0,6,0,CCTV,Clubhouse,South-West,Individual,Under Construction,17.0,0.2727272727272727,1,4+BHK,0,0.9999998888889013,0.285714244897965,2,3,0.08,166.90097624371208,46.93280768000007,1
Karnataka,Bangalore,Electronic City,Penthouse,2,665,62.99,9472.180451127819,1994,Fully Furnished,12.0,13,30,7.0,5.0,9,2,CCTV,"Garden, Gym",South-East,Builder,Under Construction,21.0,0.9230769230769231,2,2BHK,0,0.7777776913580343,0.7142856122449125,2,6,0.1,101.44602490000004,61.05100000000006,0
Uttar Pradesh,Lucknow,Hazratganj,Apartment,3,918,32.6,3551.19825708061,2009,Semi Furnished,5.0,8,15,1.0,3.0,1,2,Gated Community,"Swimming Pool, Library, Playground, Gym, Clubhouse, Garden",North,Individual,Available,5.0,0.625,6,3BHK,1,0.11111109876543349,0.4285713673469475,3,11,0.07,45.723186420820014,40.25517307000003,1
Kerala,Kochi,Edapally,Penthouse,1,656,33.88,5164.634146341464,2014,Semi Furnished,6.0,22,10,3.0,4.0,8,1,CCTV,"Clubhouse, Gym, Swimming Pool, Library",East,Individual,Available,15.0,0.2727272727272727,4,Studio/1BHK,1,0.33333329629630043,0.57142848979593,2,7,0.07,47.51845263611602,40.25517307000004,0
Maharashtra,Pune,Hinjewadi,Apartment,5,1977,171.22,8660.596863935256,1995,Fully Furnished,28.0,42,29,9.0,4.0,6,1,Gated Community,"Garden, Clubhouse",North-West,Individual,Under Construction,19.0,0.6666666666666666,2,4+BHK,0,0.9999998888889013,0.57142848979593,3,6,0.08,251.5783533096961,46.93280768000006,1
Gujarat,Ahmedabad,Satellite,Apartment,2,635,33.55,5283.464566929133,2017,Unfurnished,21.0,24,7,0.0,3.0,4,1,CCTV,"Playground, Swimming Pool",East,Builder,Available,7.0,0.875,2,2BHK,1,0.0,0.4285713673469475,2,5,0.08,49.295956976640014,46.93280768000005,0
Uttar Pradesh,Lucknow,Indiranagar,Apartment,2,540,16.67,3087.0370370370374,2012,Semi Furnished,3.0,3,12,3.0,0.0,6,2,CCTV,"Swimming Pool, Gym",West,Agent,Available,9.0,1.0,2,2BHK,1,0.33333329629630043,0.0,2,6,0.07,23.380537350769007,40.255173070000026,0
Delhi,Delhi,Vasant Kunj,Apartment,4,1633,187.84,11502.755664421311,2013,Semi Furnished,29.0,48,11,5.0,1.0,9,1,CCTV,"Library, Playground",East,Builder,Available,15.0,0.6041666666666666,2,4+BHK,1,0.5555554938271674,0.1428571224489825,2,5,0.1,302.51819840000013,61.051000000000066,1
Rajasthan,Jaipur,Mansarovar,Studio,5,2053,111.84,5447.6376035070625,1999,Unfurnished,11.0,18,25,5.0,2.0,5,3,CCTV,"Garden, Playground",South-East,Builder,Available,12.0,0.6111111111111112,2,4+BHK,1,0.5555554938271674,0.285714244897965,2,7,0.07,156.86138556148805,40.25517307000004,0
Karnataka,Bangalore,HSR Layout,House,3,1261,102.52,8130.05551149881,1999,Semi Furnished,16.0,24,25,2.0,2.0,5,0,CCTV,Playground,East,Agent,Available,9.0,0.6666666666666666,1,3BHK,1,0.22222219753086697,0.285714244897965,2,3,0.1,165.10948520000005,61.05100000000006,1
Madhya Pradesh,Indore,Palasia,House,2,960,32.24,3358.3333333333335,2022,Fully Furnished,25.0,34,2,8.0,1.0,3,3,CCTV,"Gym, Library, Garden",West,Builder,Under Construction,12.0,0.7352941176470589,3,2BHK,0,0.8888887901234679,0.1428571224489825,2,8,0.07,45.218267797768014,40.25517307000003,0
Gujarat,Ahmedabad,Prahlad Nagar,Villa,3,1334,80.48,6032.983508245877,1998,Semi Furnished,3.0,14,26,4.0,1.0,9,3,CCTV,"Swimming Pool, Garden, Playground, Gym",South-West,Agent,Sold,14.0,0.21428571428571427,4,3BHK,0,0.44444439506173394,0.1428571224489825,2,9,0.08,118.25152362086405,46.93280768000005,1
Uttar Pradesh,Noida,Greater Noida West,Villa,3,1006,73.81,7336.978131212723,2007,Unfurnished,0.0,6,17,8.0,0.0,3,2,Security Guard,"Swimming Pool, Clubhouse, Gym, Library, Garden",South-West,Builder,Available,11.0,0.0,5,3BHK,1,0.8888887901234679,0.0,1,8,0.08,108.45110534860804,46.932807680000046,0
Haryana,Gurgaon,Sector 56,Penthouse,3,1036,82.83,7995.173745173745,1992,Unfurnished,5.0,9,32,1.0,5.0,5,0,Gated Community,"Gym, Swimming Pool, Library, Playground, Clubhouse",North-East,Individual,Under Construction,11.0,0.5555555555555556,5,3BHK,0,0.11111109876543349,0.7142856122449125,3,8,0.1,133.39854330000006,61.05100000000008,0
Kerala,Kochi,Kakkanad,Apartment,2,946,39.21,4144.820295983087,2022,Fully Furnished,4.0,11,2,2.0,2.0,1,2,Gated Community,"Library, Playground, Swimming Pool",North-West,Builder,Under Construction,5.0,0.36363636363636365,3,2BHK,0,0.22222219753086697,0.285714244897965,3,8,0.07,54.99405336074702,40.25517307000004,0
Delhi,Delhi,Saket,House,2,707,60.44,8548.79773691655,1999,Semi Furnished,3.0,20,25,6.0,1.0,7,2,Gated Community,"Playground, Clubhouse, Library, Garden",South-West,Individual,Available,14.0,0.15,4,2BHK,1,0.6666665925926009,0.1428571224489825,3,9,0.1,97.33922440000003,61.051000000000066,1
West Bengal,Kolkata,Rajarhat,Villa,4,1380,62.13,4502.173913043478,2016,Unfurnished,7.0,19,8,4.0,2.0,8,3,Security Guard,"Playground, Library, Garden",West,Builder,Available,14.0,0.3684210526315789,3,4+BHK,1,0.44444439506173394,0.285714244897965,1,7,0.07,87.14053902839103,40.25517307000005,1
Karnataka,Mysore,Nazarbad,Penthouse,3,993,39.08,3935.5488418932528,2007,Fully Furnished,17.0,25,17,8.0,5.0,8,2,CCTV,"Clubhouse, Gym, Swimming Pool",South-East,Individual,Sold,21.0,0.68,3,3BHK,0,0.8888887901234679,0.7142856122449125,2,7,0.07,54.811721635756015,40.25517307000005,1
